season,celebrity_name,celebrity_industry,industry_group,age,age_bucket,celebrity_homecountry_region,celebrity_homestate,is_us,ballroom_partner,avg_score_rate,avg_voting_rate,base_popularity,placement,season_size,placement_encoded,pro_strength,age_young,age_mid,age_senior,indgrp_Athletic,indgrp_Performance,indgrp_Media,indgrp_Other
32,Xochitl Gomez,Actor/Actress,Performance,17,young,United States,California,1,Valentin Chmerkovskiy,0.9121212121212121,0.18369056461414784,0.1785786440595896,1,14,1.0,0.826236567961457,1,0,0,0,1,0,0
33,Anna Delvey,Con artist,Other,33,mid,Russia,,0,Ezra Sosa,0.5833333333333333,0.0093971167236943,9.142412208288724e-05,12,13,0.15384615384615385,0.59281051221747,0,1,0,0,0,0,1
33,Brooks Nader,Model,Performance,27,young,United States,New York,1,Gleb Savchenko,0.7072916666666667,0.024232239418138166,0.0082489955564394,9,13,0.3846153846153846,0.552924442363673,1,0,0,0,1,0,0
33,Chandler Kinney,Actor/Actress,Performance,24,young,United States,California,1,Brandon Armstrong,0.9069444444444446,0.0877174575939036,0.0710620824571141,3,13,0.8461538461538461,0.5588951376706813,1,0,0,0,1,0,0
33,Danny Amendola,Athlete,Athletic,39,mid,United States,Texas,1,Witney Carson,0.8314814814814815,0.16113911455501784,0.1535646358737115,5,13,0.6923076923076923,0.779750486949806,0,1,0,1,0,0,0
33,Dwight Howard ,Athlete,Athletic,38,mid,United States,Georgia,1,Daniella Karagach,0.7821428571428571,0.09787097033684393,0.0876360479354834,6,13,0.6153846153846154,0.8410026797642882,0,1,0,1,0,0,0
33,Eric Roberts,Actor/Actress,Performance,68,senior,United States,California,1,Britt Stewart,0.525,0.03779557091469415,0.029454767528287,10,13,0.3076923076923077,0.3824192284541147,0,0,1,0,1,0,0
33,Ilona Maher,Athlete,Athletic,28,young,United States,California,1,Alan Bersten,0.8037037037037037,0.260892317334909,0.2615963772504746,2,13,0.9230769230769231,0.7364056525337117,1,0,0,1,0,0,0
33,Jenn Tran,TV Personality,Media,26,young,United States,Florida,1,Sasha Farber,0.7875,0.04160990004279806,0.0252936562924279,7,13,0.5384615384615384,0.7664535496666708,1,0,0,0,0,1,0
33,Joey Graziadei,TV Personality,Media,29,young,United States,Louisiana,1,Jenna Johnson,0.8898148148148147,0.18552903121907707,0.1770964385096483,1,13,1.0,0.6478355681919293,1,0,0,0,0,1,0
33,Phaedra Parks,TV Personality,Media,51,mid,United States,Georgia,1,Val Chmerkovskiy,0.7266666666666667,0.04113998400330748,0.0264735859836779,8,13,0.46153846153846156,0.80691316681283,0,1,0,0,0,1,0
33,Reginald VelJohnson,Actor/Actress,Performance,74,senior,United States,New York,1,Emma Slater,0.5194444444444445,0.03889896284498165,0.0311645495333491,10,13,0.3076923076923077,0.5208732950627016,0,0,1,0,1,0,0
33,Stephen Nedoroscik,Athlete,Athletic,26,young,United States,Florida,1,Rylee Arnold,0.837037037037037,0.131145498743625,0.1213142035500667,4,13,0.7692307692307692,0.6404123395292711,1,0,0,1,0,0,0
33,Tori Spelling,Actor/Actress,Performance,51,mid,United States,California,1,Pasha Pashkov,0.6,0.0197179031285275,0.0070032354072368,12,13,0.15384615384615385,0.4171900108141824,0,1,0,0,1,0,0
34,Alix Earle,Social media personality,Media,24,young,United States,Florida,1,Val Chmerkovskiy,0.8791666666666668,0.1063499536654197,0.0941636576559583,2,14,0.9285714285714286,0.80691316681283,1,0,0,0,0,1,0
34,Andy Richter,Comedian,Performance,59,senior,United States,California,1,Emma Slater/Kaitlyn Bristowe,0.6398148148148147,0.09409019571290145,0.0883503005473617,7,14,0.5714285714285714,0.5466456977893108,0,0,1,0,1,0,0
34,Baron Davis,Athlete,Athletic,46,mid,United States,California,1,Britt Stewart,0.55,0.0204748724609409,0.0097235123358978,13,14,0.1428571428571429,0.3824192284541147,0,1,0,1,0,0,0
34,Corey Feldman,Actor/Actress,Performance,54,mid,United States,California,1,Jenna Johnson,0.475,0.0159208292199717,0.0068347183354764,13,14,0.1428571428571429,0.6478355681919293,0,1,0,0,1,0,0
34,Danielle Fishel,Actor/Actress,Performance,44,mid,United States,California,1,Pasha Pashkov,0.7572916666666667,0.06732716204081289,0.0560997764673529,8,14,0.5,0.4171900108141824,0,1,0,0,1,0,0
34,Dylan Efron,TV Personality,Media,33,mid,United States,California,1,Daniella Karagach,0.8404036363636365,0.16237489312186348,0.1545309754252916,4,14,0.7857142857142857,0.8410026797642882,0,1,0,0,0,1,0
34,Elaine Hendrix,Actor/Actress,Performance,55,mid,United States,Georgia,1,Alan Bersten,0.8185600000000001,0.15123480680480006,0.1435600011787494,5,14,0.7142857142857143,0.7364056525337117,0,1,0,0,1,0,0
34,Hilaria Baldwin,Entrepreneur,Other,41,mid,United States,New York,1,Gleb Savchenko,0.725,0.014422506500739299,0.0007426131334445,11,14,0.2857142857142857,0.552924442363673,0,1,0,0,0,0,1
34,Jen Affleck,TV Personality,Media,26,young,United States,Utah,1,Jan Ravnik,0.7297619047619047,0.03329269995516574,0.0196581223134756,9,14,0.4285714285714286,0.5519719955532467,1,0,0,0,0,1,0
34,Jordan Chiles,Athlete,Athletic,24,young,United States,Texas,1,Ezra Sosa,0.8588381818181818,0.16060465763562545,0.1532743534062457,3,14,0.8571428571428572,0.59281051221747,1,0,0,1,0,0,0
34,Lauren Jauregui,Singer/Rapper,Performance,29,young,United States,Florida,1,Brandon Armstrong,0.65,0.014282975738438349,0.0009449757974042001,12,14,0.2142857142857143,0.5588951376706813,1,0,0,0,1,0,0
34,Robert Irwin,Conservationist,Other,22,young,Australia,,0,Witney Carson,0.8838381818181819,0.19955251443790833,0.1940950912032319,1,14,1.0,0.779750486949806,1,0,0,0,0,0,1
34,Scott Hoying,Singer/Rapper,Performance,34,mid,United States,California,1,Rylee Arnold,0.6638888888888889,0.049096151029200924,0.0386417001719931,10,14,0.3571428571428571,0.6404123395292711,0,1,0,0,1,0,0
34,Whitney Leavitt,TV Personality,Media,32,mid,United States,Utah,1,Mark Ballas,0.8970833333333333,0.05565961877770183,0.039380202028116,6,14,0.6428571428571428,0.8159248600498087,0,1,0,0,0,1,0
